window,timestamp_s,predicted_class,confidence,p_clean,p_jam_am,p_jam_chirp,p_jam_dme,p_jam_fm,p_jam_narrowband,p_spoof_dynamic,p_spoof_matched_time,p_spoof_overpowered_gradual,p_spoof_overpowered_instant,p_spoof_position_push,preproc_gpu_ms,infer_gpu_ms,pipeline_ms
1164,62.763,clean,0.487077,0.487077,0.002411,0.004025,0.019165,0.006000,0.021774,0.082450,0.010487,0.020938,0.313847,0.031825,19.778,4.459,24.821
1165,62.817,clean,0.468852,0.468852,0.002962,0.003827,0.032305,0.007559,0.020651,0.102487,0.013177,0.023823,0.288051,0.036305,18.344,4.449,23.361
1166,62.870,clean,0.458485,0.458485,0.002847,0.003508,0.038587,0.007874,0.018225,0.106630,0.013579,0.023165,0.294303,0.032799,18.145,4.462,23.174
1167,62.922,clean,0.467438,0.467438,0.002527,0.002527,0.057833,0.007750,0.011015,0.095022,0.013307,0.017907,0.299052,0.025622,17.644,4.463,22.595
1168,62.977,clean,0.452201,0.452201,0.003042,0.003260,0.050263,0.008497,0.015910,0.104465,0.015722,0.021178,0.293112,0.032348,19.812,4.456,24.788
1169,63.031,clean,0.455217,0.455217,0.002778,0.003363,0.037408,0.007243,0.015846,0.102503,0.014118,0.020439,0.308740,0.032345,18.766,4.466,23.807
1170,63.084,clean,0.445956,0.445956,0.002284,0.002350,0.057476,0.007181,0.008286,0.081652,0.014594,0.014062,0.344209,0.021949,18.357,4.455,23.381
1171,63.136,clean,0.521169,0.521169,0.002550,0.002991,0.031108,0.006142,0.018455,0.107114,0.011239,0.021461,0.245392,0.032379,18.387,4.448,23.399
1172,63.189,clean,0.503551,0.503551,0.002226,0.002510,0.040622,0.006694,0.013670,0.100434,0.012042,0.018387,0.271589,0.028276,18.525,4.452,23.531
1173,63.243,clean,0.509338,0.509338,0.002472,0.003358,0.024883,0.006077,0.019827,0.102619,0.008788,0.023501,0.266061,0.033077,18.345,4.508,23.436
1174,63.301,clean,0.475532,0.475532,0.003021,0.003371,0.041117,0.008224,0.019967,0.116696,0.014002,0.025075,0.252365,0.040631,18.331,4.456,23.334
1175,63.354,clean,0.535583,0.535583,0.002442,0.003382,0.021123,0.005825,0.023204,0.094412,0.008526,0.024751,0.246474,0.034278,18.319,4.439,23.318
1176,63.407,clean,0.493658,0.493658,0.002771,0.002638,0.053401,0.008513,0.016410,0.106980,0.014858,0.022614,0.244077,0.034078,18.258,4.451,23.320
1177,63.460,clean,0.533427,0.533427,0.002528,0.003977,0.016547,0.005285,0.025569,0.085691,0.008504,0.023762,0.258532,0.036178,18.427,4.455,23.437
1178,63.514,clean,0.513433,0.513433,0.002571,0.003175,0.029107,0.006462,0.020386,0.103942,0.010600,0.022710,0.251443,0.036172,18.381,4.459,23.407
1179,63.566,clean,0.504672,0.504672,0.002315,0.002315,0.049986,0.007127,0.012607,0.099023,0.012433,0.018412,0.262663,0.028446,18.187,4.456,23.197
1180,63.620,clean,0.529911,0.529911,0.002299,0.002701,0.029737,0.005916,0.017207,0.105789,0.009261,0.022295,0.242661,0.032222,18.371,4.443,23.376
1181,63.673,clean,0.513339,0.513339,0.002799,0.004143,0.022894,0.006705,0.028294,0.091274,0.011510,0.025870,0.256259,0.036914,18.351,4.447,23.359
1182,63.726,clean,0.514389,0.514389,0.002210,0.002499,0.036381,0.006438,0.014556,0.110427,0.009897,0.020917,0.253174,0.029112,18.410,4.465,23.478
1183,63.780,clean,0.570458,0.570458,0.002367,0.004060,0.014108,0.005227,0.030982,0.080611,0.008304,0.023190,0.224013,0.036679,18.493,4.463,23.508
1184,63.834,clean,0.571733,0.571733,0.002194,0.004073,0.011920,0.004493,0.028333,0.076123,0.007532,0.021565,0.237359,0.034674,18.921,4.457,23.971
1185,63.887,clean,0.569831,0.569831,0.002402,0.004504,0.012426,0.005045,0.034994,0.076572,0.008386,0.023335,0.224640,0.037863,18.367,4.457,23.387
1186,63.940,clean,0.515220,0.515220,0.002416,0.002377,0.048855,0.006861,0.013953,0.103137,0.012791,0.019289,0.244608,0.030495,18.825,4.454,23.852
1187,63.993,clean,0.590373,0.590373,0.002075,0.003577,0.012872,0.004414,0.027017,0.081863,0.006097,0.022223,0.217333,0.032157,18.403,4.453,23.414
1188,64.048,clean,0.611957,0.611957,0.002076,0.004970,0.007490,0.003864,0.039572,0.063683,0.006428,0.020962,0.204363,0.034636,19.472,4.461,24.523
1189,64.101,clean,0.572689,0.572689,0.002603,0.004326,0.015647,0.005586,0.034092,0.082593,0.008559,0.025222,0.210596,0.038088,18.282,4.471,23.318
1190,64.153,clean,0.539509,0.539509,0.002188,0.005293,0.008601,0.004603,0.034017,0.065770,0.007235,0.020684,0.279601,0.032499,18.243,4.457,23.254
1191,64.206,clean,0.509890,0.509890,0.002808,0.004138,0.022130,0.006429,0.027221,0.090258,0.010789,0.024570,0.262437,0.039330,18.281,4.464,23.330
1192,64.259,clean,0.500703,0.500703,0.002927,0.003423,0.034428,0.006995,0.020223,0.108013,0.013734,0.023417,0.247042,0.039096,18.554,4.466,23.640
1193,64.318,clean,0.515398,0.515398,0.002576,0.004172,0.018084,0.005913,0.026353,0.085108,0.009545,0.022907,0.272985,0.036958,18.159,4.472,23.208
1194,64.371,clean,0.519660,0.519660,0.002654,0.003860,0.021383,0.006173,0.025414,0.092846,0.009704,0.025233,0.256569,0.036503,18.323,4.470,23.353
1195,64.424,clean,0.573476,0.573476,0.002263,0.004685,0.010565,0.004855,0.036536,0.074629,0.007275,0.023523,0.226575,0.035617,18.411,4.445,23.413
1196,64.477,clean,0.579471,0.579471,0.002305,0.004500,0.011244,0.004818,0.035690,0.076966,0.006656,0.023401,0.219292,0.035656,18.384,4.453,23.392
1197,64.529,clean,0.553022,0.553022,0.002291,0.003844,0.015183,0.005166,0.026716,0.086459,0.007342,0.023101,0.241528,0.035348,18.275,4.461,23.316
1198,64.582,clean,0.541378,0.541378,0.002800,0.004042,0.021021,0.006134,0.029357,0.089246,0.010256,0.025213,0.229950,0.040603,18.361,4.451,23.375
1199,64.635,clean,0.578039,0.578039,0.002150,0.004021,0.011719,0.004495,0.029795,0.078529,0.006548,0.022299,0.229970,0.032436,18.301,4.513,23.378
1200,64.688,clean,0.515150,0.515150,0.002311,0.002344,0.047634,0.006964,0.013508,0.105994,0.010283,0.019879,0.246867,0.029066,18.270,4.454,23.286
1201,64.740,clean,0.539446,0.539446,0.002293,0.003478,0.017370,0.005108,0.023210,0.087880,0.007989,0.022915,0.257823,0.032487,18.379,4.457,23.403
1202,64.794,clean,0.571380,0.571380,0.002211,0.004338,0.011830,0.004902,0.033103,0.077052,0.007595,0.022664,0.231445,0.033480,18.280,4.471,23.315
1203,64.846,clean,0.513599,0.513599,0.002641,0.003825,0.022021,0.006294,0.025150,0.087838,0.011415,0.023351,0.267149,0.036717,18.241,4.452,23.250
1204,64.899,clean,0.523959,0.523959,0.002635,0.003022,0.030018,0.006446,0.020519,0.110949,0.009945,0.025841,0.230084,0.036583,18.411,4.449,23.473
1205,64.953,clean,0.559135,0.559135,0.002607,0.004067,0.016809,0.005711,0.031272,0.085368,0.009925,0.025447,0.219338,0.040321,18.956,4.443,23.990
1206,65.007,clean,0.534531,0.534531,0.002600,0.003456,0.021561,0.005757,0.023613,0.096208,0.008856,0.025380,0.240562,0.037477,18.735,4.455,23.805
1207,65.061,clean,0.584850,0.584850,0.002064,0.003961,0.010930,0.004446,0.031031,0.077796,0.006566,0.022402,0.224355,0.031600,18.775,4.452,23.800
1208,65.116,clean,0.526342,0.526342,0.002820,0.003393,0.027535,0.006087,0.021792,0.106274,0.010381,0.025147,0.231532,0.038697,19.673,4.493,24.739
1209,65.170,clean,0.539483,0.539483,0.002577,0.003366,0.022561,0.005510,0.022037,0.097968,0.008798,0.024096,0.236193,0.037409,19.710,4.450,24.702
1210,65.225,clean,0.505655,0.505655,0.002811,0.003203,0.034787,0.007547,0.021933,0.111183,0.011976,0.025363,0.235122,0.040420,19.779,4.461,24.780
1211,65.279,clean,0.494548,0.494548,0.002645,0.002703,0.046850,0.007734,0.015238,0.111951,0.011991,0.022337,0.250429,0.033573,19.001,4.454,24.085
1212,65.338,clean,0.568256,0.568256,0.002420,0.004518,0.011834,0.004970,0.034111,0.077925,0.007383,0.024599,0.226013,0.037970,19.753,4.470,24.789
1213,65.391,clean,0.610544,0.610544,0.001940,0.004239,0.008152,0.003783,0.032893,0.068716,0.006080,0.021354,0.208891,0.033408,18.186,4.444,23.236
1214,65.444,clean,0.587041,0.587041,0.002098,0.003429,0.014738,0.004741,0.026633,0.083048,0.007514,0.021863,0.215905,0.032989,18.318,4.447,23.326
1215,65.497,clean,0.557274,0.557274,0.002531,0.003711,0.019886,0.005855,0.028335,0.092002,0.008767,0.024175,0.219681,0.037784,18.372,4.469,23.402
1216,65.549,clean,0.510121,0.510121,0.002130,0.002221,0.042849,0.006360,0.011655,0.102338,0.010103,0.018905,0.266081,0.027237,18.429,4.443,23.432
1217,65.602,clean,0.563102,0.563102,0.002311,0.004186,0.012238,0.004855,0.030155,0.080591,0.007239,0.023546,0.234630,0.037148,18.239,4.447,23.243
1218,65.655,clean,0.514103,0.514103,0.002946,0.003180,0.036738,0.007278,0.021798,0.111526,0.012555,0.025702,0.225291,0.038884,18.270,4.466,23.360
1219,65.708,clean,0.521413,0.521413,0.002606,0.002917,0.036847,0.007111,0.020003,0.110781,0.012219,0.024807,0.223874,0.037421,18.437,4.450,23.456
1220,65.761,clean,0.563477,0.563477,0.002235,0.003173,0.018037,0.005017,0.022786,0.090224,0.007520,0.023205,0.230602,0.033725,18.227,4.435,23.222
1221,65.813,clean,0.573123,0.573123,0.002293,0.004074,0.013320,0.005124,0.031978,0.079492,0.007892,0.023459,0.220727,0.038517,17.526,4.503,22.524
1222,65.866,clean,0.592887,0.592887,0.002089,0.003724,0.011366,0.004297,0.029233,0.075358,0.006908,0.022265,0.217661,0.034212,18.267,4.453,23.274
1223,65.919,clean,0.510647,0.510647,0.002696,0.002606,0.044581,0.007096,0.016104,0.116130,0.011188,0.023152,0.230502,0.035297,18.226,4.483,23.270
1224,65.972,clean,0.559244,0.559244,0.002286,0.003524,0.018607,0.005815,0.028288,0.091679,0.007967,0.023972,0.223858,0.034759,18.875,4.454,23.904
1225,66.025,clean,0.532772,0.532772,0.002630,0.003264,0.028478,0.006714,0.023605,0.103225,0.010751,0.024276,0.226716,0.037570,18.411,4.439,23.413
1226,66.077,clean,0.515542,0.515542,0.002822,0.003676,0.024235,0.006236,0.023405,0.103845,0.009904,0.025607,0.245402,0.039327,18.321,4.445,23.319
1227,66.130,clean,0.561872,0.561872,0.002591,0.004637,0.013241,0.004779,0.030094,0.079138,0.010339,0.022561,0.232076,0.038672,18.150,4.442,23.150
1228,66.183,clean,0.608224,0.608224,0.002068,0.004311,0.009098,0.004031,0.034234,0.072095,0.006066,0.021823,0.203650,0.034400,18.307,4.475,23.395
1229,66.236,clean,0.557652,0.557652,0.002641,0.003996,0.017830,0.005734,0.031922,0.093049,0.008000,0.026378,0.214399,0.038398,18.321,4.459,23.341
1230,66.287,clean,0.543245,0.543245,0.002544,0.003034,0.027638,0.006247,0.022289,0.102553,0.009846,0.024319,0.221365,0.036920,16.886,4.504,21.951
1231,66.343,clean,0.535635,0.535635,0.002548,0.003313,0.025510,0.006361,0.024325,0.096232,0.010293,0.023393,0.234369,0.038020,19.156,4.458,24.184
1232,66.399,clean,0.627033,0.627033,0.001797,0.004278,0.007001,0.003488,0.035337,0.064922,0.005628,0.019359,0.201368,0.029789,20.098,4.483,25.206
1233,66.453,clean,0.533092,0.533092,0.002622,0.003088,0.033340,0.006675,0.021377,0.104553,0.011927,0.023547,0.224384,0.035395,18.491,4.451,23.517
1234,66.506,clean,0.591073,0.591073,0.002251,0.004442,0.010508,0.004453,0.034600,0.074855,0.007688,0.022498,0.212540,0.035092,18.349,4.474,23.389
1235,66.559,clean,0.576382,0.576382,0.002299,0.003341,0.017713,0.005214,0.026326,0.090001,0.008038,0.023658,0.210696,0.036331,18.362,4.447,23.442
1236,66.612,clean,0.580618,0.580618,0.002234,0.003645,0.014542,0.004810,0.027964,0.082141,0.007449,0.022604,0.219904,0.034089,18.411,4.474,23.464
1237,66.666,clean,0.593379,0.593379,0.002218,0.003831,0.013672,0.004976,0.032293,0.081040,0.007730,0.023217,0.201924,0.035721,18.551,4.442,23.554
1238,66.718,clean,0.513215,0.513215,0.002242,0.002320,0.043157,0.006813,0.013275,0.105297,0.011327,0.020439,0.250840,0.031074,18.089,4.443,23.095
1239,66.770,clean,0.503516,0.503516,0.002389,0.002311,0.051096,0.007069,0.012378,0.102062,0.011299,0.019344,0.259804,0.028732,18.365,4.447,23.367
1240,66.823,clean,0.535685,0.535685,0.002495,0.003121,0.025246,0.005811,0.020854,0.099691,0.009595,0.024489,0.237433,0.035579,18.314,4.451,23.380
1241,66.877,clean,0.570854,0.570854,0.002567,0.004073,0.016015,0.005292,0.031598,0.082483,0.010071,0.023413,0.214871,0.038763,18.514,4.466,23.559
1242,66.929,clean,0.569873,0.569873,0.002425,0.004510,0.012381,0.005007,0.035163,0.076850,0.008018,0.023322,0.225576,0.036874,18.329,4.458,23.356
1243,66.983,clean,0.571224,0.571224,0.002252,0.003865,0.014244,0.004913,0.027746,0.080655,0.007495,0.021994,0.230384,0.035229,19.180,4.453,24.180
1244,67.037,clean,0.520710,0.520710,0.002572,0.002823,0.035809,0.006506,0.018289,0.114549,0.010744,0.023916,0.228961,0.035121,18.548,4.462,23.564
1245,67.090,clean,0.532510,0.532510,0.002586,0.003427,0.023810,0.006278,0.024749,0.098404,0.009268,0.025159,0.235148,0.038660,18.568,4.468,23.593
1246,67.142,clean,0.582026,0.582026,0.002203,0.003845,0.013592,0.004786,0.029393,0.083222,0.006916,0.022421,0.218680,0.032915,18.221,4.468,23.240
1247,67.195,clean,0.544541,0.544541,0.002210,0.002916,0.025036,0.005710,0.020769,0.096597,0.009690,0.020828,0.238618,0.033083,18.227,4.458,23.247
1248,67.248,clean,0.546753,0.546753,0.002474,0.003572,0.021534,0.005775,0.025431,0.093633,0.008726,0.023597,0.234828,0.033676,18.496,4.461,23.523
1249,67.302,clean,0.477214,0.477214,0.002541,0.002507,0.058395,0.008176,0.012031,0.099651,0.014151,0.018874,0.278157,0.028304,18.356,4.435,23.350
1250,67.362,clean,0.461819,0.461819,0.002526,0.002006,0.076130,0.007454,0.007789,0.094409,0.011271,0.016014,0.299305,0.021277,18.829,4.496,23.891
1251,67.416,clean,0.496485,0.496485,0.002449,0.002525,0.050340,0.007123,0.012305,0.103831,0.013377,0.018732,0.263758,0.029073,18.322,4.453,23.346
1252,67.468,clean,0.448699,0.448699,0.002281,0.001973,0.072765,0.007048,0.006526,0.082242,0.012088,0.013246,0.335080,0.018053,18.554,4.448,23.573
1253,67.521,clean,0.506190,0.506190,0.002348,0.002179,0.059757,0.006520,0.009999,0.095265,0.012937,0.016471,0.263894,0.024441,18.340,4.448,23.348
1254,67.575,clean,0.462726,0.462726,0.002277,0.001769,0.079234,0.006819,0.006465,0.082778,0.011997,0.012896,0.315205,0.017833,18.303,4.505,23.362
1255,67.628,clean,0.520767,0.520767,0.002819,0.003925,0.023938,0.006826,0.028619,0.093902,0.010953,0.026391,0.244481,0.037380,18.410,4.432,23.404
1256,67.680,clean,0.509633,0.509633,0.002144,0.002100,0.053527,0.006686,0.010739,0.096567,0.010729,0.016837,0.267828,0.023210,18.359,4.457,23.371
1257,67.733,clean,0.496219,0.496219,0.002538,0.002692,0.049231,0.007786,0.014729,0.104281,0.014600,0.020526,0.254576,0.032823,18.223,4.445,23.220
1258,67.786,clean,0.532115,0.532115,0.002646,0.003045,0.031089,0.006536,0.021539,0.104862,0.011256,0.024726,0.223851,0.038333,18.188,4.468,23.218
1259,67.839,clean,0.526294,0.526294,0.002450,0.002755,0.034242,0.006639,0.018648,0.112126,0.010569,0.024263,0.226638,0.035377,18.241,4.452,23.262
1260,67.891,clean,0.509044,0.509044,0.002415,0.002665,0.041482,0.007082,0.015943,0.114182,0.011374,0.021750,0.242243,0.031820,18.293,4.450,23.356
1261,67.945,clean,0.482494,0.482494,0.002849,0.003366,0.035785,0.007589,0.019858,0.106796,0.014061,0.023497,0.265544,0.038160,18.493,4.446,23.494
1262,67.999,clean,0.516891,0.516891,0.002956,0.003273,0.033975,0.007071,0.022389,0.109213,0.012192,0.026004,0.225258,0.040778,19.298,4.453,24.373
1263,68.052,clean,0.516808,0.516808,0.002569,0.002783,0.040371,0.006884,0.017411,0.113380,0.011960,0.023334,0.230215,0.034284,18.313,4.453,23.318
1264,68.105,clean,0.494099,0.494099,0.002512,0.002564,0.047320,0.006998,0.012619,0.108871,0.011538,0.020180,0.262456,0.030843,18.546,4.456,23.573
1265,68.158,clean,0.498603,0.498603,0.002140,0.002227,0.048973,0.006597,0.010340,0.091774,0.012962,0.015933,0.285928,0.024523,18.374,4.463,23.395
1266,68.211,clean,0.501161,0.501161,0.002608,0.002596,0.049927,0.007494,0.013836,0.106133,0.013181,0.020748,0.249556,0.032759,18.240,4.460,23.310
1267,68.264,clean,0.490765,0.490765,0.002397,0.002182,0.056878,0.007067,0.010378,0.100862,0.010165,0.018174,0.275537,0.025596,18.366,4.436,23.365
1268,68.316,clean,0.505322,0.505322,0.002445,0.002676,0.038556,0.006889,0.015440,0.108806,0.010984,0.022776,0.254348,0.031758,18.389,4.444,23.416
1269,68.369,clean,0.509436,0.509436,0.002806,0.003351,0.032103,0.006780,0.020473,0.109310,0.011124,0.024677,0.241942,0.037998,18.273,4.456,23.298
1270,68.423,clean,0.448515,0.448515,0.002256,0.001732,0.077313,0.006881,0.005965,0.081950,0.011687,0.012542,0.333489,0.017670,18.260,4.471,23.291
1271,68.476,clean,0.536953,0.536953,0.002707,0.003323,0.026295,0.006147,0.023164,0.100702,0.009484,0.025571,0.227740,0.037915,19.132,4.461,24.171
1272,68.529,clean,0.501280,0.501280,0.002571,0.002830,0.040538,0.007499,0.017828,0.111310,0.013732,0.022503,0.243958,0.035951,18.513,4.442,23.511
1273,68.582,clean,0.503606,0.503606,0.002844,0.003289,0.032811,0.007086,0.021063,0.108153,0.013079,0.025133,0.245958,0.036976,18.241,4.440,23.241
1274,68.634,clean,0.497628,0.497628,0.002220,0.002179,0.054773,0.006725,0.010421,0.095195,0.011278,0.015760,0.280710,0.023113,18.175,4.457,23.235
1275,68.687,clean,0.473526,0.473526,0.002556,0.002083,0.072343,0.007550,0.008729,0.092451,0.013733,0.016591,0.285925,0.024514,18.214,4.462,23.239
1276,68.739,clean,0.504603,0.504603,0.002383,0.002404,0.050612,0.007324,0.013432,0.099464,0.012611,0.019030,0.260566,0.027571,18.287,4.450,23.349
1277,68.792,clean,0.488026,0.488026,0.002372,0.002401,0.051058,0.007330,0.011602,0.101259,0.011162,0.018558,0.277970,0.028261,18.316,4.445,23.320
1278,68.846,clean,0.455057,0.455057,0.002151,0.001536,0.082552,0.006621,0.005247,0.079514,0.010312,0.012024,0.328537,0.016450,18.218,4.475,23.267
1279,68.900,clean,0.508385,0.508385,0.002665,0.003623,0.025369,0.006519,0.022300,0.094464,0.012138,0.023205,0.263854,0.037477,19.122,4.440,24.145
1280,68.954,clean,0.494282,0.494282,0.002899,0.003177,0.041368,0.007496,0.018255,0.114392,0.013051,0.023175,0.245338,0.036567,19.679,4.450,24.714
1281,69.007,clean,0.480735,0.480735,0.002498,0.002400,0.057540,0.007180,0.010720,0.093495,0.015149,0.016895,0.287005,0.026384,18.391,4.455,23.414
1282,69.059,clean,0.521526,0.521526,0.002794,0.003932,0.023088,0.006465,0.026885,0.098403,0.011251,0.025184,0.238214,0.042259,18.255,4.447,23.316
1283,69.113,clean,0.482013,0.482013,0.002453,0.002253,0.056501,0.006636,0.009536,0.095873,0.013577,0.016873,0.289123,0.025162,18.389,4.466,23.431
1284,69.165,clean,0.501812,0.501812,0.002578,0.002645,0.044249,0.006845,0.014107,0.107613,0.012657,0.021206,0.254630,0.031658,18.308,4.446,23.328
1285,69.218,clean,0.477404,0.477404,0.002896,0.002896,0.054252,0.008221,0.014913,0.109984,0.014415,0.021986,0.260676,0.032358,18.405,4.458,23.432
1286,69.271,clean,0.509520,0.509520,0.002375,0.002473,0.045139,0.006759,0.013298,0.104976,0.011645,0.019948,0.253846,0.030022,18.225,4.465,23.257
1287,69.324,clean,0.509999,0.509999,0.002613,0.003011,0.034055,0.006492,0.017476,0.106706,0.011514,0.022171,0.252429,0.033534,18.345,4.455,23.365
1288,69.377,clean,0.479246,0.479246,0.002576,0.002561,0.048569,0.007102,0.011898,0.104592,0.011157,0.019668,0.284005,0.028625,18.405,4.449,23.432
1289,69.430,clean,0.463214,0.463214,0.002440,0.001822,0.077666,0.007163,0.006871,0.086705,0.012042,0.014336,0.306793,0.020951,18.331,4.451,23.367
1290,69.483,clean,0.491710,0.491710,0.002315,0.002351,0.050362,0.007029,0.011359,0.093327,0.013057,0.016964,0.285825,0.025701,18.392,4.499,23.468
1291,69.536,clean,0.520375,0.520375,0.002649,0.003117,0.031210,0.006030,0.017784,0.105554,0.012050,0.022047,0.245579,0.033606,18.388,4.442,23.394
1292,69.589,clean,0.492276,0.492276,0.002555,0.002575,0.048176,0.007341,0.013562,0.111983,0.011829,0.021352,0.255282,0.033069,18.413,4.458,23.455
1293,69.641,clean,0.511826,0.511826,0.002730,0.003442,0.027204,0.006487,0.021410,0.103850,0.009761,0.024370,0.251141,0.037780,18.255,4.470,23.293
1294,69.694,clean,0.505421,0.505421,0.002570,0.002647,0.047665,0.007010,0.013419,0.106620,0.012547,0.020753,0.251187,0.030160,18.379,4.473,23.423
1295,69.746,clean,0.500851,0.500851,0.002286,0.002373,0.045397,0.006791,0.012300,0.102620,0.010922,0.019300,0.268494,0.028666,18.321,4.458,23.368
1296,69.799,clean,0.496225,0.496225,0.002694,0.002846,0.043475,0.007181,0.015620,0.113012,0.013004,0.022211,0.248816,0.034915,18.211,4.469,23.287
1297,69.853,clean,0.479759,0.479759,0.002715,0.002786,0.052866,0.008348,0.014838,0.105810,0.014489,0.020337,0.264249,0.033804,19.655,4.461,24.683
1298,69.906,clean,0.504849,0.504849,0.002385,0.002358,0.052072,0.006784,0.011463,0.103740,0.011709,0.018480,0.258183,0.027977,18.404,4.448,23.408
1299,69.959,clean,0.502512,0.502512,0.002515,0.002753,0.039447,0.006783,0.015139,0.112118,0.010822,0.022455,0.252373,0.033083,18.238,4.431,23.288
1300,70.012,clean,0.510325,0.510325,0.002619,0.002725,0.044064,0.006947,0.015559,0.114896,0.011947,0.021528,0.237103,0.032286,18.785,4.447,23.747
1301,70.066,clean,0.527761,0.527761,0.002514,0.004193,0.016990,0.005616,0.027216,0.081399,0.009149,0.022789,0.268459,0.033915,18.610,4.465,23.650
1302,70.119,clean,0.476864,0.476864,0.003027,0.003656,0.032345,0.007498,0.021865,0.113157,0.011133,0.026183,0.264209,0.040062,18.588,4.464,23.703
1303,70.173,clean,0.529058,0.529058,0.002395,0.003640,0.018012,0.005478,0.023401,0.084786,0.008697,0.023017,0.267709,0.033806,18.881,4.451,23.900
1304,70.226,clean,0.444827,0.444827,0.002864,0.003689,0.036170,0.007943,0.018204,0.105104,0.013339,0.022731,0.311451,0.033679,18.346,4.443,23.359
